state,month,births,education
Missouri,3,1948,births_coll
Missouri,4,1969,births_coll
Missouri,5,2026,births_coll
Missouri,6,1900,births_coll
Missouri,7,2032,births_coll
Missouri,8,2154,births_coll
Missouri,9,1972,births_coll
Missouri,10,2039,births_coll
Missouri,11,1821,births_coll
Missouri,12,1846,births_coll
Montana,1,333,births_coll
Montana,2,323,births_coll
Montana,3,343,births_coll
Montana,4,336,births_coll
Montana,5,373,births_coll
Montana,6,345,births_coll
Montana,7,341,births_coll
Montana,8,338,births_coll
Montana,9,342,births_coll
Montana,10,340,births_coll
Montana,11,299,births_coll
Montana,12,340,births_coll
Nebraska,1,732,births_coll
Nebraska,2,812,births_coll
Nebraska,3,876,births_coll
Nebraska,4,824,births_coll
Nebraska,5,911,births_coll
Nebraska,6,784,births_coll
Nebraska,7,813,births_coll
Nebraska,8,859,births_coll
Nebraska,9,776,births_coll
Nebraska,10,842,births_coll
Nebraska,11,758,births_coll
Nebraska,12,824,births_coll
Nevada,1,608,births_coll
Nevada,2,613,births_coll
Nevada,3,646,births_coll
Nevada,4,649,births_coll
Nevada,5,666,births_coll
Nevada,6,629,births_coll
Nevada,7,691,births_coll
Nevada,8,763,births_coll
Nevada,9,700,births_coll
Nevada,10,689,births_coll
Nevada,11,691,births_coll
Nevada,12,685,births_coll
New Hampshire,1,473,births_coll
New Hampshire,2,500,births_coll
New Hampshire,3,491,births_coll
New Hampshire,4,498,births_coll
New Hampshire,5,513,births_coll
New Hampshire,6,496,births_coll
New Hampshire,7,557,births_coll
New Hampshire,8,509,births_coll
New Hampshire,9,518,births_coll
New Hampshire,10,518,births_coll
New Hampshire,11,507,births_coll
New Hampshire,12,480,births_coll
New Jersey,1,3987,births_coll
New Jersey,2,3738,births_coll
New Jersey,3,4188,births_coll
New Jersey,4,4103,births_coll
New Jersey,5,4314,births_coll
New Jersey,6,4071,births_coll
New Jersey,7,4418,births_coll
New Jersey,8,4559,births_coll
New Jersey,9,4095,births_coll
New Jersey,10,4265,births_coll
New Jersey,11,3934,births_coll
New Jersey,12,4052,births_coll
New Mexico,1,419,births_coll
New Mexico,2,396,births_coll
New Mexico,3,432,births_coll
New Mexico,4,407,births_coll
New Mexico,5,400,births_coll
New Mexico,6,400,births_coll
New Mexico,7,428,births_coll
New Mexico,8,438,births_coll
New Mexico,9,436,births_coll
New Mexico,10,459,births_coll
New Mexico,11,381,births_coll
New Mexico,12,307,births_coll
New York,1,6742,births_coll
New York,2,6608,births_coll
New York,3,7013,births_coll
New York,4,7150,births_coll
New York,5,7652,births_coll
New York,6,7159,births_coll
New York,7,7594,births_coll
New York,8,7660,births_coll
New York,9,7069,births_coll
New York,10,7189,births_coll
New York,11,6785,births_coll
New York,12,6519,births_coll
North Carolina,1,3526,births_coll
North Carolina,2,3419,births_coll
North Carolina,3,3593,births_coll
North Carolina,4,3668,births_coll
North Carolina,5,3774,births_coll
North Carolina,6,3519,births_coll
North Carolina,7,3845,births_coll
North Carolina,8,3956,births_coll
North Carolina,9,3778,births_coll
North Carolina,10,3839,births_coll
North Carolina,11,3546,births_coll
North Carolina,12,3595,births_coll
North Dakota,1,310,births_coll
North Dakota,2,307,births_coll
North Dakota,3,307,births_coll
North Dakota,4,316,births_coll
North Dakota,5,327,births_coll
North Dakota,6,314,births_coll
North Dakota,7,362,births_coll
North Dakota,8,323,births_coll
North Dakota,9,268,births_coll
North Dakota,10,299,births_coll
North Dakota,11,300,births_coll
North Dakota,12,269,births_coll
Ohio,1,3316,births_coll
Ohio,2,3337,births_coll
Ohio,3,3692,births_coll
Ohio,4,3663,births_coll
Ohio,5,3758,births_coll
Ohio,6,3692,births_coll
Ohio,7,3828,births_coll
Ohio,8,3874,births_coll
Ohio,9,3725,births_coll
Ohio,10,3797,births_coll
Ohio,11,3311,births_coll
Ohio,12,3434,births_coll
Oklahoma,1,949,births_coll
Oklahoma,2,951,births_coll
Oklahoma,3,1000,births_coll
Oklahoma,4,1002,births_coll
Oklahoma,5,1054,births_coll
Oklahoma,6,988,births_coll
Oklahoma,7,1077,births_coll
Oklahoma,8,1099,births_coll
Oklahoma,9,994,births_coll
Oklahoma,10,1071,births_coll
Oklahoma,11,919,births_coll
Oklahoma,12,1052,births_coll
Oregon,1,1090,births_coll
Oregon,2,1015,births_coll
Oregon,3,1165,births_coll
Oregon,4,1134,births_coll
Oregon,5,1171,births_coll
Oregon,6,1143,births_coll
Oregon,7,1209,births_coll
Oregon,8,1181,births_coll
Oregon,9,1127,births_coll
Oregon,10,1191,births_coll
Oregon,11,1038,births_coll
Oregon,12,947,births_coll
Pennsylvania,1,4080,births_coll
Pennsylvania,2,3910,births_coll
Pennsylvania,3,4356,births_coll
Pennsylvania,4,4346,births_coll
Pennsylvania,5,4479,births_coll
Pennsylvania,6,4260,births_coll
Pennsylvania,7,4529,births_coll
Pennsylvania,8,4609,births_coll
Pennsylvania,9,4367,births_coll
Pennsylvania,10,4413,births_coll
Pennsylvania,11,4002,births_coll
Pennsylvania,12,4082,births_coll
Rhode Island,1,323,births_coll
Rhode Island,2,304,births_coll
Rhode Island,3,362,births_coll
Rhode Island,4,389,births_coll
Rhode Island,5,421,births_coll
Rhode Island,6,373,births_coll
Rhode Island,7,388,births_coll
Rhode Island,8,418,births_coll
Rhode Island,9,396,births_coll
Rhode Island,10,373,births_coll
Rhode Island,11,309,births_coll
Rhode Island,12,319,births_coll
South Carolina,1,1537,births_coll
South Carolina,2,1451,births_coll
South Carolina,3,1561,births_coll
South Carolina,4,1553,births_coll
South Carolina,5,1613,births_coll
South Carolina,6,1572,births_coll
South Carolina,7,1729,births_coll
South Carolina,8,1774,births_coll
South Carolina,9,1608,births_coll
South Carolina,10,1699,births_coll
South Carolina,11,1516,births_coll
South Carolina,12,1615,births_coll
South Dakota,1,324,births_coll
South Dakota,2,309,births_coll
South Dakota,3,316,births_coll
South Dakota,4,363,births_coll
South Dakota,5,391,births_coll
South Dakota,6,356,births_coll
South Dakota,7,387,births_coll
South Dakota,8,343,births_coll
South Dakota,9,337,births_coll
South Dakota,10,359,births_coll
South Dakota,11,327,births_coll
South Dakota,12,335,births_coll
Tennessee,1,2066,births_coll
Tennessee,2,2129,births_coll
Tennessee,3,2195,births_coll
Tennessee,4,2129,births_coll
Tennessee,5,2321,births_coll
Tennessee,6,2160,births_coll
Tennessee,7,2402,births_coll
Tennessee,8,2406,births_coll
Tennessee,9,2396,births_coll
Tennessee,10,2333,births_coll
Tennessee,11,2177,births_coll
Tennessee,12,2192,births_coll
Texas,1,9533,births_coll
Texas,2,9289,births_coll
Texas,3,9786,births_coll
Texas,4,9865,births_coll
Texas,5,10195,births_coll
Texas,6,9526,births_coll
Texas,7,10515,births_coll
Texas,8,10825,births_coll
Texas,9,10326,births_coll
Texas,10,10872,births_coll
Texas,11,9708,births_coll
Texas,12,10227,births_coll
Utah,1,1359,births_coll
Utah,2,1346,births_coll
Utah,3,1555,births_coll
Utah,4,1587,births_coll
Utah,5,1530,births_coll
Utah,6,1517,births_coll
Utah,7,1597,births_coll
Utah,8,1606,births_coll
Utah,9,1529,births_coll
Utah,10,1536,births_coll
Utah,11,1349,births_coll
Utah,12,1455,births_coll
Vermont,1,160,births_coll
Vermont,2,185,births_coll
Vermont,3,203,births_coll
Vermont,4,218,births_coll
Vermont,5,216,births_coll
Vermont,6,215,births_coll
Vermont,7,213,births_coll
Vermont,8,204,births_coll
Vermont,9,197,births_coll
Vermont,10,198,births_coll
Vermont,11,195,births_coll
Vermont,12,198,births_coll
Virginia,1,3186,births_coll
Virginia,2,3114,births_coll
Virginia,3,3384,births_coll
Virginia,4,3236,births_coll
Virginia,5,3379,births_coll
Virginia,6,3232,births_coll
Virginia,7,3390,births_coll
Virginia,8,3517,births_coll
Virginia,9,3378,births_coll
Virginia,10,3424,births_coll
Virginia,11,3207,births_coll
Virginia,12,2462,births_coll
Washington,1,2510,births_coll
Washington,2,2428,births_coll
Washington,3,2758,births_coll
Washington,4,2593,births_coll
Washington,5,2842,births_coll
Washington,6,2750,births_coll
Washington,7,2881,births_coll
Washington,8,2912,births_coll
Washington,9,2697,births_coll
Washington,10,2872,births_coll
Washington,11,2580,births_coll
Washington,12,2556,births_coll
West Virginia,1,336,births_coll
West Virginia,2,339,births_coll
West Virginia,3,365,births_coll
West Virginia,4,369,births_coll
West Virginia,5,378,births_coll
West Virginia,6,392,births_coll
West Virginia,7,409,births_coll
West Virginia,8,392,births_coll
West Virginia,9,361,births_coll
West Virginia,10,403,births_coll
West Virginia,11,322,births_coll
West Virginia,12,316,births_coll
Wisconsin,1,1797,births_coll
Wisconsin,2,1824,births_coll
Wisconsin,3,1950,births_coll
Wisconsin,4,1916,births_coll
Wisconsin,5,2165,births_coll
Wisconsin,6,2012,births_coll
Wisconsin,7,2092,births_coll
Wisconsin,8,2027,births_coll
Wisconsin,9,1857,births_coll
Wisconsin,10,1930,births_coll
Wisconsin,11,1783,births_coll
Wisconsin,12,1896,births_coll
Wyoming,1,130,births_coll
Wyoming,2,139,births_coll
Wyoming,3,149,births_coll
Wyoming,4,166,births_coll
Wyoming,5,149,births_coll
Wyoming,6,176,births_coll
Wyoming,7,145,births_coll
Wyoming,8,175,births_coll
Wyoming,9,147,births_coll
Wyoming,10,159,births_coll
Wyoming,11,141,births_coll
Wyoming,12,141,births_coll
