,Unnamed: 0,state,year,bmcode,births_age1524,births_age2534,births_age3544,births_nohs,births_hs,births_somecoll,births_coll,births_married,births_unmarried,births_medicaid,births_nhblack,births_nhwhite,births_hisp,births_total,births_otherraceeth,births_nonmedicaid,pop_total,pop_nhblack,pop_nhwhite,pop_hisp,pop_otherraceeth,pop_medicaid,pop_nonmedicaid,pop_nohs,pop_hs,pop_somecoll,pop_coll,pop_married,pop_unmarried,pop_age1524,pop_age2534,pop_age3544,policy_on,exposed_births,start_date,end_date,time,dobbs_code,quarter,days_multiplier,exposure_code,births_other,pop_other
1550,1582,New York,2018,3,6851.0,22475.0,9381.0,5232.0,8451.0,9069.0,15745.0,24580.0,14118.0,18097.0,5444.0,19434.0,8685.0,38707.0,5144.0,20610.0,3897518.0,611813.0,1961212.0,828502.0,495991.0,2513711.0,1383807.0,565272.0,946036.0,865885.0,1520324.0,1379351.0,2518167.0,1231925.0,1434825.0,1230768.0,0.0,0,2018-05-01,2018-06-30,2018-05-01,0.0,2018-Q2,1.010989010989011,0,5144.0,495991.0
1551,1583,New York,2018,4,7092.0,23117.0,9512.0,5456.0,9039.0,9360.0,15633.0,24916.0,14793.0,18806.0,5675.0,19755.0,9060.0,39721.0,5231.0,20915.0,3897518.0,611813.0,1961212.0,828502.0,495991.0,2513711.0,1383807.0,565272.0,946036.0,865885.0,1520324.0,1379351.0,2518167.0,1231925.0,1434825.0,1230768.0,0.0,0,2018-07-01,2018-08-31,2018-07-01,0.0,2018-Q3,1.010989010989011,0,5231.0,495991.0
1552,1584,New York,2018,5,6800.0,22022.0,9149.0,5457.0,8856.0,8847.0,14593.0,23780.0,14188.0,18153.0,5669.0,18473.0,8801.0,37971.0,5028.0,19818.0,3897518.0,611813.0,1961212.0,828502.0,495991.0,2513711.0,1383807.0,565272.0,946036.0,865885.0,1520324.0,1379351.0,2518167.0,1231925.0,1434825.0,1230768.0,0.0,0,2018-09-01,2018-10-31,2018-09-01,0.0,2018-Q3,1.0,0,5028.0,495991.0
1553,1585,New York,2018,6,6685.0,20770.0,9088.0,5238.0,8611.0,8539.0,13924.0,22729.0,13807.0,17806.0,5426.0,17746.0,8350.0,36543.0,5021.0,18737.0,3897518.0,611813.0,1961212.0,828502.0,495991.0,2513711.0,1383807.0,565272.0,946036.0,865885.0,1520324.0,1379351.0,2518167.0,1231925.0,1434825.0,1230768.0,0.0,0,2018-11-01,2018-12-31,2018-11-01,0.0,2018-Q4,1.010989010989011,0,5021.0,495991.0
1554,1586,New York,2019,1,6371.0,19446.0,8578.0,5118.0,7914.0,8174.0,12935.0,21147.0,13244.0,16779.0,5243.0,16589.0,7940.0,34395.0,4623.0,17616.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-01-01,2019-02-28,2019-01-01,0.0,2019-Q1,0.989010989010989,0,4623.0,497828.0
1555,1587,New York,2019,2,6549.0,20482.0,8670.0,4847.0,8227.0,8172.0,14215.0,22304.0,13390.0,16870.0,5137.0,17874.0,7885.0,35701.0,4805.0,18831.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-03-01,2019-04-30,2019-03-01,0.0,2019-Q1,1.010989010989011,0,4805.0,497828.0
1556,1588,New York,2019,3,6297.0,21733.0,9125.0,4757.0,8415.0,8628.0,15104.0,23828.0,13317.0,16885.0,5108.0,19017.0,8127.0,37155.0,4903.0,20270.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-05-01,2019-06-30,2019-05-01,0.0,2019-Q2,1.010989010989011,0,4903.0,497828.0
1557,1589,New York,2019,4,6945.0,22913.0,9818.0,5479.0,8917.0,9193.0,15804.0,24931.0,14737.0,18373.0,5640.0,19780.0,9025.0,39676.0,5231.0,21303.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-07-01,2019-08-31,2019-07-01,0.0,2019-Q3,1.010989010989011,0,5231.0,497828.0
1558,1590,New York,2019,5,6732.0,21785.0,9304.0,5237.0,8623.0,8695.0,14982.0,23506.0,14309.0,17898.0,5438.0,18480.0,8716.0,37821.0,5187.0,19923.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-09-01,2019-10-31,2019-09-01,0.0,2019-Q3,1.0,0,5187.0,497828.0
1559,1591,New York,2019,6,6354.0,20297.0,9037.0,4929.0,8451.0,8333.0,13750.0,21964.0,13714.0,17204.0,5299.0,17009.0,8416.0,35688.0,4964.0,18484.0,3874787.0,605085.0,1948156.0,823718.0,497828.0,2611997.0,1262790.0,539053.0,954356.0,849874.0,1531504.0,1353864.0,2520923.0,1213290.0,1430708.0,1230789.0,0.0,0,2019-11-01,2019-12-31,2019-11-01,0.0,2019-Q4,1.010989010989011,0,4964.0,497828.0
1560,1592,New York,2020,1,6127.0,19642.0,8700.0,4775.0,8218.0,8020.0,13202.0,21187.0,13275.0,16332.0,5171.0,16771.0,7910.0,34469.0,4617.0,18137.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-01-01,2020-02-29,2020-01-01,0.0,2020-Q1,1.0,0,4617.0,518739.0
1561,1593,New York,2020,2,5913.0,20110.0,8699.0,4450.0,7964.0,7896.0,14146.0,21916.0,12798.0,15769.0,5069.0,17313.0,7729.0,34722.0,4611.0,18953.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-03-01,2020-04-30,2020-03-01,0.0,2020-Q1,1.010989010989011,0,4611.0,518739.0
1562,1594,New York,2020,3,5983.0,20722.0,9064.0,4486.0,8061.0,8151.0,14827.0,22537.0,13223.0,15780.0,4921.0,18469.0,8040.0,35769.0,4339.0,19989.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-05-01,2020-06-30,2020-05-01,0.0,2020-Q2,1.010989010989011,0,4339.0,518739.0
1563,1595,New York,2020,4,6230.0,21137.0,9282.0,4825.0,8306.0,8457.0,14811.0,22669.0,13972.0,16410.0,5106.0,18626.0,8412.0,36649.0,4505.0,20239.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-07-01,2020-08-31,2020-07-01,0.0,2020-Q3,1.010989010989011,0,4505.0,518739.0
1564,1596,New York,2020,5,6192.0,20140.0,8929.0,4684.0,8273.0,8254.0,13814.0,21718.0,13537.0,16331.0,4923.0,17494.0,8300.0,35261.0,4544.0,18930.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-09-01,2020-10-31,2020-09-01,0.0,2020-Q3,1.0,0,4544.0,518739.0
1565,1597,New York,2020,6,5692.0,18021.0,7693.0,4313.0,7639.0,7302.0,11943.0,18785.0,12613.0,15135.0,4658.0,15407.0,7311.0,31406.0,4030.0,16271.0,3995264.0,628940.0,1986800.0,860785.0,518739.0,2662110.0,1333154.0,544956.0,989803.0,844756.0,1615749.0,1364624.0,2630640.0,1262161.0,1453090.0,1280013.0,0.0,0,2020-11-01,2020-12-31,2020-11-01,0.0,2020-Q4,1.010989010989011,0,4030.0,518739.0
1566,1598,New York,2021,1,5256.0,17434.0,7618.0,3800.0,7255.0,6890.0,12140.0,18621.0,11680.0,13999.0,4371.0,15401.0,6775.0,30308.0,3761.0,16309.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-01-01,2021-02-28,2021-01-01,0.0,2021-Q1,0.989010989010989,0,3761.0,512583.0
1567,1599,New York,2021,2,5739.0,20119.0,9054.0,4332.0,7809.0,7845.0,14684.0,21741.0,13160.0,15625.0,4568.0,17961.0,8016.0,34912.0,4367.0,19287.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-03-01,2021-04-30,2021-03-01,0.0,2021-Q1,1.010989010989011,0,4367.0,512583.0
1568,1600,New York,2021,3,5681.0,20994.0,9433.0,4329.0,8009.0,8197.0,15350.0,22537.0,13563.0,15888.0,4745.0,18744.0,8290.0,36108.0,4329.0,20220.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-05-01,2021-06-30,2021-05-01,0.0,2021-Q2,1.010989010989011,0,4329.0,512583.0
1569,1601,New York,2021,4,6046.0,21676.0,9722.0,4499.0,8544.0,8578.0,15587.0,23097.0,14341.0,16820.0,5216.0,18892.0,8763.0,37444.0,4573.0,20624.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-07-01,2021-08-31,2021-07-01,0.0,2021-Q3,1.010989010989011,0,4573.0,512583.0
1570,1602,New York,2021,5,5944.0,20850.0,9564.0,4547.0,8440.0,8301.0,14797.0,22432.0,13919.0,16935.0,4941.0,18178.0,8660.0,36358.0,4579.0,19423.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-09-01,2021-10-31,2021-09-01,0.0,2021-Q3,1.0,0,4579.0,512583.0
1571,1603,New York,2021,6,5785.0,19459.0,9300.0,4272.0,8212.0,7862.0,13889.0,21242.0,13293.0,16360.0,4914.0,16995.0,8292.0,34544.0,4343.0,18184.0,3921465.0,614506.0,1948695.0,845681.0,512583.0,2582410.0,1339055.0,524233.0,977186.0,798192.0,1621854.0,1308661.0,2612804.0,1250796.0,1400587.0,1270082.0,0.0,0,2021-11-01,2021-12-31,2021-11-01,0.0,2021-Q4,1.010989010989011,0,4343.0,512583.0
1572,1604,New York,2022,1,5347.0,18142.0,8538.0,4209.0,7689.0,7060.0,12794.0,19585.0,12434.0,15328.0,4501.0,15805.0,7799.0,32027.0,3922.0,16699.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-01-01,2022-02-28,2022-01-01,0.0,2022-Q1,0.989010989010989,0,3922.0,515000.0
1573,1605,New York,2022,2,5609.0,18961.0,9037.0,4064.0,7886.0,7355.0,14026.0,21208.0,12394.0,15527.0,4557.0,16913.0,7839.0,33607.0,4298.0,18080.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-03-01,2022-04-30,2022-03-01,0.0,2022-Q1,1.010989010989011,0,4298.0,515000.0
1574,1606,New York,2022,3,5559.0,19849.0,9398.0,4206.0,7863.0,7734.0,14740.0,22013.0,12787.0,15943.0,4514.0,17965.0,8104.0,34806.0,4223.0,18863.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-05-01,2022-06-30,2022-05-01,0.0,2022-Q2,1.010989010989011,0,4223.0,515000.0
1575,1607,New York,2022,4,5843.0,20822.0,10010.0,4458.0,8713.0,7980.0,15217.0,22668.0,14005.0,17249.0,4849.0,18496.0,9026.0,36675.0,4304.0,19426.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-07-01,2022-08-31,2022-07-01,0.0,2022-Q3,1.010989010989011,0,4304.0,515000.0
1576,1608,New York,2022,5,5734.0,19842.0,9184.0,4394.0,8426.0,7373.0,14264.0,21621.0,13134.0,16807.0,4569.0,17278.0,8573.0,34760.0,4340.0,17953.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-09-01,2022-10-31,2022-09-01,0.0,2022-Q3,1.0,0,4340.0,515000.0
1577,1609,New York,2022,6,5862.0,19135.0,9747.0,4489.0,8595.0,7431.0,13869.0,21202.0,13535.0,17119.0,4714.0,17112.0,8576.0,34744.0,4342.0,17625.0,3879882.0,599688.0,1931048.0,834146.0,515000.0,2557311.0,1322571.0,521413.0,1000360.0,774021.0,1584088.0,1306990.0,2572892.0,1237482.0,1379113.0,1263287.0,0.0,0,2022-11-01,2022-12-31,2022-11-01,0.0,2022-Q4,1.010989010989011,0,4342.0,515000.0
1578,1610,New York,2023,1,5343.0,17373.0,8501.0,4135.0,7765.0,6635.0,12397.0,18954.0,12254.0,15456.0,4228.0,15285.0,7784.0,31217.0,3920.0,15761.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-01-01,2023-02-28,2023-01-01,,2023-Q1,0.989010989010989,0,3920.0,517183.48340688506
1579,1611,New York,2023,2,5458.0,18557.0,8835.0,4126.0,7874.0,6845.0,13716.0,20376.0,12466.0,15917.0,4267.0,16410.0,8140.0,32846.0,4029.0,16929.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-03-01,2023-04-30,2023-03-01,,2023-Q1,1.010989010989011,0,4029.0,517183.48340688506
1580,1612,New York,2023,3,5385.0,19853.0,9415.0,4201.0,8067.0,7149.0,14908.0,21890.0,12753.0,16328.0,4251.0,17628.0,8519.0,34649.0,4251.0,18321.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-05-01,2023-06-30,2023-05-01,,2023-Q2,1.010989010989011,0,4251.0,517183.48340688506
1581,1613,New York,2023,4,5702.0,20262.0,9642.0,4356.0,8712.0,7282.0,14901.0,22284.0,13308.0,16950.0,4423.0,17893.0,8909.0,35596.0,4371.0,18646.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-07-01,2023-08-31,2023-07-01,,2023-Q3,1.010989010989011,0,4371.0,517183.48340688506
1582,1614,New York,2023,5,5728.0,19431.0,9435.0,4451.0,8473.0,7057.0,14212.0,21668.0,12914.0,16985.0,4442.0,17094.0,8734.0,34586.0,4316.0,17601.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-09-01,2023-10-31,2023-09-01,,2023-Q3,1.0,0,4316.0,517183.48340688506
1583,1615,New York,2023,6,5756.0,18617.0,9187.0,4367.0,8437.0,6831.0,13530.0,20750.0,12778.0,16716.0,4362.0,16475.0,8524.0,33532.0,4171.0,16816.0,3838739.943853636,585227.3164851116,1913560.8077734075,822768.3361882317,517428.39696205297,2532455.942596644,1306289.920907655,518608.16959062096,1024083.5722165484,750581.9507599676,1547201.4076137557,1305321.1336625756,2533589.677474468,1224309.7198296124,1357968.2424362071,1256528.353577958,0.0,0,2023-11-01,2023-12-31,2023-11-01,,2023-Q4,1.010989010989011,0,4171.0,517183.48340688506
1584,1617,North Carolina,2016,1,5655.0,10516.0,2938.0,2836.0,4328.0,6182.0,5705.0,11251.0,7858.0,8370.0,4379.0,10427.0,2911.0,19109.0,1392.0,10739.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-01-01,2016-02-29,2016-01-01,0.0,2016-Q1,1.0,0,1392.0,140676.0
1585,1618,North Carolina,2016,2,5350.0,10922.0,2820.0,2742.0,4287.0,6008.0,6009.0,11432.0,7660.0,8070.0,4300.0,10522.0,2866.0,19092.0,1404.0,11022.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-03-01,2016-04-30,2016-03-01,0.0,2016-Q1,1.010989010989011,0,1404.0,140676.0
1586,1619,North Carolina,2016,3,5586.0,11459.0,3064.0,2830.0,4553.0,6297.0,6364.0,12138.0,7971.0,8283.0,4512.0,10957.0,3101.0,20109.0,1539.0,11826.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-05-01,2016-06-30,2016-05-01,0.0,2016-Q2,1.010989010989011,0,1539.0,140676.0
1587,1620,North Carolina,2016,4,6060.0,12211.0,3254.0,3055.0,4879.0,6845.0,6687.0,12808.0,8717.0,9101.0,4856.0,11731.0,3313.0,21525.0,1625.0,12424.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-07-01,2016-08-31,2016-07-01,0.0,2016-Q3,1.010989010989011,0,1625.0,140676.0
1588,1621,North Carolina,2016,5,5843.0,11699.0,3231.0,2873.0,4668.0,6757.0,6418.0,12524.0,8249.0,8655.0,4615.0,11382.0,3092.0,20773.0,1684.0,12118.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-09-01,2016-10-31,2016-09-01,0.0,2016-Q3,1.0,0,1684.0,140676.0
1589,1622,North Carolina,2016,6,5658.0,11189.0,3048.0,2893.0,4714.0,6132.0,6105.0,11629.0,8266.0,8586.0,4688.0,10585.0,3041.0,19895.0,1581.0,11309.0,2005935.0,481453.0,1173447.0,210359.0,140676.0,1185122.0,820813.0,345234.0,523411.0,573890.0,563400.0,814801.0,1191134.0,669939.0,677558.0,658438.0,0.0,0,2016-11-01,2016-12-31,2016-11-01,0.0,2016-Q4,1.010989010989011,0,1581.0,140676.0
1590,1623,North Carolina,2017,1,5450.0,10167.0,2937.0,2645.0,4538.0,5825.0,5511.0,10839.0,7714.0,8103.0,4389.0,9813.0,2890.0,18554.0,1462.0,10451.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-01-01,2017-02-28,2017-01-01,0.0,2017-Q1,0.989010989010989,0,1462.0,146032.0
1591,1624,North Carolina,2017,2,5166.0,10892.0,2909.0,2633.0,4391.0,5928.0,5976.0,11348.0,7616.0,8099.0,4363.0,10265.0,2831.0,18967.0,1508.0,10868.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-03-01,2017-04-30,2017-03-01,0.0,2017-Q1,1.010989010989011,0,1508.0,146032.0
1592,1625,North Carolina,2017,3,5430.0,11256.0,3110.0,2771.0,4704.0,6098.0,6182.0,11866.0,7926.0,8452.0,4526.0,10694.0,3046.0,19796.0,1530.0,11344.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-05-01,2017-06-30,2017-05-01,0.0,2017-Q2,1.010989010989011,0,1530.0,146032.0
1593,1626,North Carolina,2017,4,6093.0,12099.0,3367.0,2997.0,5096.0,6859.0,6558.0,12644.0,8913.0,9235.0,4969.0,11515.0,3367.0,21559.0,1708.0,12324.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-07-01,2017-08-31,2017-07-01,0.0,2017-Q3,1.010989010989011,0,1708.0,146032.0
1594,1627,North Carolina,2017,5,5818.0,11785.0,3291.0,2904.0,4802.0,6771.0,6360.0,12332.0,8559.0,9067.0,4837.0,11203.0,3168.0,20894.0,1686.0,11827.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-09-01,2017-10-31,2017-09-01,0.0,2017-Q3,1.0,0,1686.0,146032.0
1595,1628,North Carolina,2017,6,5566.0,11244.0,3246.0,2748.0,4703.0,6493.0,6065.0,11735.0,8317.0,8624.0,4732.0,10653.0,3101.0,20056.0,1570.0,11432.0,2019737.0,483764.0,1173188.0,216753.0,146032.0,1248313.0,771424.0,348948.0,508878.0,570924.0,590987.0,817186.0,1202551.0,670323.0,689452.0,659962.0,0.0,0,2017-11-01,2017-12-31,2017-11-01,0.0,2017-Q4,1.010989010989011,0,1570.0,146032.0
1596,1629,North Carolina,2018,1,5043.0,10471.0,2891.0,2517.0,4227.0,5941.0,5657.0,10695.0,7708.0,8110.0,4422.0,9729.0,2795.0,18405.0,1459.0,10295.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-01-01,2018-02-28,2018-01-01,0.0,2018-Q1,0.989010989010989,0,1459.0,150428.0
1597,1630,North Carolina,2018,2,5020.0,11046.0,2978.0,2462.0,4340.0,6030.0,6152.0,11481.0,7559.0,7843.0,4289.0,10425.0,2754.0,19044.0,1576.0,11201.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-03-01,2018-04-30,2018-03-01,0.0,2018-Q1,1.010989010989011,0,1576.0,150428.0
1598,1631,North Carolina,2018,3,5232.0,11464.0,3191.0,2599.0,4690.0,6152.0,6373.0,11831.0,8056.0,8343.0,4611.0,10629.0,3102.0,19887.0,1545.0,11544.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-05-01,2018-06-30,2018-05-01,0.0,2018-Q2,1.010989010989011,0,1545.0,150428.0
1599,1632,North Carolina,2018,4,5684.0,12089.0,3327.0,2742.0,5255.0,6379.0,6665.0,12428.0,8666.0,8827.0,4901.0,11244.0,3314.0,21100.0,1641.0,12273.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-07-01,2018-08-31,2018-07-01,0.0,2018-Q3,1.010989010989011,0,1641.0,150428.0
1600,1633,North Carolina,2018,5,5356.0,11947.0,3418.0,2669.0,4989.0,6400.0,6601.0,12410.0,8309.0,8559.0,4713.0,11197.0,3221.0,20721.0,1590.0,12162.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-09-01,2018-10-31,2018-09-01,0.0,2018-Q3,1.0,0,1590.0,150428.0
1601,1634,North Carolina,2018,6,5264.0,10993.0,3249.0,2552.0,4795.0,6081.0,6010.0,11286.0,8216.0,8340.0,4666.0,10164.0,3110.0,19506.0,1566.0,11166.0,2037956.0,486556.0,1177089.0,223883.0,150428.0,1268860.0,769096.0,333497.0,526149.0,566487.0,611824.0,813959.0,1223997.0,674829.0,698949.0,664178.0,0.0,0,2018-11-01,2018-12-31,2018-11-01,0.0,2018-Q4,1.010989010989011,0,1566.0,150428.0
1602,1635,North Carolina,2019,1,5103.0,10673.0,2985.0,2472.0,4604.0,5865.0,5754.0,10790.0,7970.0,8165.0,4572.0,9771.0,2910.0,18761.0,1508.0,10596.0,2055756.0,489156.0,1181410.0,230557.0,154633.0,1298675.0,757081.0,327311.0,568418.0,548386.0,611641.0,811728.0,1244028.0,676296.0,710328.0,669132.0,0.0,0,2019-01-01,2019-02-28,2019-01-01,0.0,2019-Q1,0.989010989010989,0,1508.0,154633.0
1603,1636,North Carolina,2019,2,4955.0,10926.0,3091.0,2381.0,4642.0,5675.0,6209.0,11398.0,7574.0,7860.0,4272.0,10209.0,2935.0,18972.0,1556.0,11112.0,2055756.0,489156.0,1181410.0,230557.0,154633.0,1298675.0,757081.0,327311.0,568418.0,548386.0,611641.0,811728.0,1244028.0,676296.0,710328.0,669132.0,0.0,0,2019-03-01,2019-04-30,2019-03-01,0.0,2019-Q1,1.010989010989011,0,1556.0,154633.0
1604,1637,North Carolina,2019,3,5088.0,11228.0,3182.0,2453.0,4764.0,5909.0,6297.0,11509.0,7984.0,8029.0,4431.0,10314.0,3209.0,19498.0,1544.0,11469.0,2055756.0,489156.0,1181410.0,230557.0,154633.0,1298675.0,757081.0,327311.0,568418.0,548386.0,611641.0,811728.0,1244028.0,676296.0,710328.0,669132.0,0.0,0,2019-05-01,2019-06-30,2019-05-01,0.0,2019-Q2,1.010989010989011,0,1544.0,154633.0
